Days of the week,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basketball stubs,Basketball teams established in 1918,Basketball teams in Uruguay,Uruguayan sport stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromoalkanes,Flame retardants,Halogen-containing natural products,Halogenated solvents,Halomethanes,IARC Group 3 carcinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behabad County,Behabad County geography stubs,Rural Districts of Yazd Province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouse catchment,River navigations in the United Kingdom,Rivers of Barnsley,Rivers of Doncaster,Rivers of Rotherham,Rivers of Sheffield,Rivers of the East Riding of Yorkshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bioinformatics,Biological techniques and tools,Domain-specific knowledge representation languages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communes of Yonne,Orléanais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944 births,20th-century American male actors,21st-century American male actors,24 Hours of Daytona drivers,American male film actors,American male television actors,American male voice actors,Central Washington University alumni,Living people,"Male actors from Spokane, Washington",Outstanding Performance by a Lead Actor in a Comedy Series Primetime Emmy Award winners,Racing drivers from Washington (state),"Sportspeople from Spokane, Washington",University of Arizona alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambassadors of Russia to Nigeria,Lists of ambassadors of Russia,Lists of ambassadors to Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003 establishments in Egypt,Arabic-language television stations,Christian critics of Islam,Criticism of Islam,Egyptian media stubs,Evangelical television networks,Television channels and stations established in 2003,Television station stubs,Television stations in Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangxi radicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938 births,2017 deaths,Actresses from New York City,African-American actresses,African-American female singers,American film actresses,American stage actresses,American television actresses,Brooklyn College alumni,Deaths from cancer in New York (state),People from Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 births,20th-century Maltese writers,21st-century Maltese writers,Living people,Maltese dramatists and playwrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cwmbran,Rugby League Conference teams,Rugby clubs established in 2003,Rugby league in Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villages in Kalush Raion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellows of the American Society of Mechanical Engineers,Georgia Institute of Technology faculty,Indian American,Living people,"National Institute of Technology, Tiruchirappalli alumni",Ohio State University alumni,University of Ottawa alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friesland geography stubs,Populated places in Friesland,Waadhoeke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American music radio programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941 births,Baseball players from Missouri,Chicago Cubs players,Cincinnati Reds players,Geneva Redlegs players,Israel Baseball League managers,Jewish American baseball managers,Jewish American baseball players,Jewish Major League Baseball players,Living people,Macon Peaches players,Major League Baseball outfielders,New York Mets broadcasters,New York Mets players,Oakland Athletics players,San Diego Padres (minor league) players,Sportspeople from St. Louis,Tidewater Tides players,Topeka Reds players,University of Missouri alumni,Wichita Aeros players,,,,,,,,,,,,,,,,,,,,,
Anguilliformes stubs,Fish described in 2010,Ophichthus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Architecture stubs,Brazilian arts stubs,Brazilian organisation stubs,Diários Associados,Organisations based in Recife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 births,Actresses from Pennsylvania,American film actresses,American television actresses,Living people,"People from Bucks County, Pennsylvania","People from Melrose, Massachusetts",University of the Arts (Philadelphia) alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 births,Alumni of the University of Bradford,"Councillors in Birmingham, West Midlands",Labour Party (UK) MPs for English constituencies,Living people,People from Johnstone,UK MPs 1997–2001,UK MPs 2001–2005,UK MPs 2005–2010,UK MPs 2010–2015,UK MPs 2015–2017,UK MPs 2017–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015 EPs,Seirom albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 births,2005 deaths,Burials at Cimetière des Rois,People from Lausanne,Swiss prostitutes,Swiss writers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 births,Cyclists at the 1976 Summer Olympics,"Italian cycling biography, 1950s birth stubs",Italian male cyclists,Living people,Olympic cyclists of Italy,Sportspeople from Parma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ain geography stubs,Communes of Ain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725 establishments in the Thirteen Colonies,Defunct newspapers of New York City,Publications established in 1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Companies based in Redwood City, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logic programming languages,Programming languages created by women,Programming languages created in 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991 establishments in California,Alternative rock groups from California,American musical trios,Columbia Records artists,London Records artists,Musical groups established in 1991,Musical quartets,"Santa Barbara, California",Sire Records artists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgian-language surnames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910 births,1938 FIFA World Cup players,1965 deaths,Association football defenders,Fredrikstad FK players,Lisleby FK players,Norway international footballers,Norwegian expatriates in Germany,Norwegian football defender stubs,Norwegian footballers,Norwegian sports executives and administrators,Sportspeople from Fredrikstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastropods described in 2009,Lovellona,Mitromorphidae stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisocheton,Meliaceae stubs,Plants described in 1905,Tree stubs,Trees of Malesia,Trees of Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phycitini,Phycitini stubs,Pyralidae genera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astereae stubs,Endemic flora of California,Ericameria,"Natural history of Shasta County, California","Natural history of Trinity County, California",Natural history of the California Coast Ranges,Natural history of the California chaparral and woodlands,Plants described in 1950,Taxa named by John Thomas Howell,"Tehama County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649 births,1720 deaths,Military personnel from Madrid,Spanish military personnel of the War of the Spanish Succession,Spanish people from Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French-language surnames,Surnames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011 establishments in Norway,Musical groups established in 2011,Musical groups from Oslo,Musical quintets,Norwegian pop rock groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990 births,2. Bundesliga players,Alanyaspor footballers,Association football midfielders,Footballers from Berlin,Gaziantepspor footballers,German people of Turkish descent,Kayserispor footballers,Living people,MSV Duisburg players,Süper Lig players,Trabzonspor footballers,Turkey A2 international footballers,Turkey international footballers,Turkey under-21 international footballers,Turkey youth international footballers,Turkish expatriate footballers,Turkish expatriate sportspeople in Germany,Turkish football biography stubs,Turkish footballers,VfL Wolfsburg players,,,,,,,,,,,,,,,,,,,,,
Squashes and pumpkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000s in comedy,Comedy characters,Fictional characters introduced in 2004,Saturday Night Live characters,Saturday Night Live sketches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groningen (province) geography stubs,Oldambt (municipality),Populated places in Groningen (province),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011 deaths,American business biography stubs,American businessmen of Indian descent,American chief financial officers,American computer businesspeople,Businesspeople in software,Claremont Graduate University alumni,EBay employees,The Doon School alumni,University of Delhi alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 births,21st-century Nigerian politicians,Kano State,Living people,Members of the Senate (Nigeria),People's Democratic Party members of the Senate (Nigeria),University of Calabar alumni,University of Lagos alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000s Malayalam-language films,2000s road movies,2000s thriller films,2009 films,Films directed by Blessy,Indian films,Indian road movies,Malayalam-language films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arremon,Birds described in 1898,Birds of the Venezuelan Coastal Range,Endemic birds of Venezuela,IUCN Red List least concern species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822 births,1896 deaths,19th-century French journalists,19th-century French male writers,19th-century French novelists,19th-century historians,Burials at Montmartre Cemetery,French art critics,French art historians,French diarists,French historians,French literary critics,French male journalists,French male novelists,"People from Nancy, France",,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 establishments in Florida,Educational institutions established in 1928,Florida school stubs,"National Register of Historic Places in Polk County, Florida","Polk County, Florida Registered Historic Place stubs","Schools in Lakeland, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
African-American history in Atlanta,Former shantytowns and slums in Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976 births,21st-century American politicians,American Marine Corps personnel of the Iraq War,"Lawyers from Eugene, Oregon",Living people,Members of the Oregon House of Representatives,Oregon Republicans,"People from Grants Pass, Oregon","Politicians from Eugene, Oregon",United States Marine Corps officers,United States Marines,United States Naval Academy alumni,University of Oregon alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bà Rịa–Vũng Tàu Province geography stubs,Communes of Ba Ria-Vung Tau Province,Populated places in Ba Ria-Vung Tau Province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982 in Lebanese sport,Asian Games stubs,Lebanon at the Asian Games,Lebanon stubs,Nations at the 1982 Asian Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972 births,1998 FIFA World Cup players,2. Bundesliga managers,2002 FIFA World Cup players,3. Liga managers,A.C. Milan players,Arminia Bielefeld managers,Association football fullbacks,Association football wingers,Borussia Mönchengladbach managers,Borussia Mönchengladbach players,Bundesliga players,CD Atlético Baleares managers,Expatriate footballers in England,Expatriate footballers in Italy,Expatriate footballers in Spain,FC Bayern Munich II players,FC Bayern Munich footballers,Footballers from Berlin,German expatriate footballers,German expatriate sportspeople in England,German expatriate sportspeople in Italy,German expatriate sportspeople in Spain,German football managers,German footballers,Germany international footballers,Germany under-21 international footballers,Liverpool F.C. players,Living people,Middlesbrough F.C. players,Premier League players,Serie A players,SpVgg Unterhaching managers,Tottenham Hotspur F.C. players,UEFA Cup winning players,UEFA Euro 1996 players,UEFA Euro 2000 players,UEFA Euro 2004 players,UEFA European Championship-winning players,,,
Irish-language given names,Lists of names,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912 births,2009 deaths,Burials at Novodevichy Cemetery,Musicians from Moscow,Opera biography stubs,People's Artists of the USSR,People from Moscow,"Recipients of the Order ""For Merit to the Fatherland"", 1st class","Recipients of the Order ""For Merit to the Fatherland"", 2nd class","Recipients of the Order ""For Merit to the Fatherland"", 3rd class","Recipients of the Order of the Cross of Terra Mariana, 3rd Class",Russian Academy of Theatre Arts alumni,Russian opera directors,Stalin Prize winners,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013 establishments in Uganda,Political parties established in 2013,Political parties in Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 births,Ardley United F.C. players,Association football forwards,Burton Albion F.C. players,Coventry City F.C. players,Didcot Town F.C. players,English Football League players,English footballers,Living people,National League (English football) players,Nuneaton Borough F.C. players,Preston North End F.C. players,"Sportspeople from Reading, Berkshire",Wallingford Town F.C. players,Weymouth F.C. players,Wrexham A.F.C. players,Wycombe Wanderers F.C. players,,,,,,,,,,,,,,,,,,,,,,,,,
1964 establishments in Australia,Australian company stubs,Companies based in Melbourne,Companies established in 1964,Companies listed on the Australian Securities Exchange,Temporary employment agencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business and industry organizations based in Chicago,Chicago stubs,Design institutions,Professional associations based in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronic circuit simulators,Electronic design automation software,Simulation programming languages,Simulation software stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001 establishments in Colorado,Colorado radio station stubs,Radio stations established in 2001,Radio stations in Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camrose County,Designated places in Alberta,Former municipalities in Alberta,Hamlets in Alberta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983 singles,1983 songs,China Crisis songs,Song recordings produced by Mike Howlett,Virgin Records singles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14th-century Chinese novels,Chinese novels adapted into films,Chinese novels adapted into television series,Historical novels,Ming dynasty novels,Novels adapted into comics,Novels adapted into video games,Novels set in the Eastern Han,Romance of the Three Kingdoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Districts of the canton of Bern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 in Supercars,August 2017 sports events in Oceania,Sports stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960s drama films,1965 films,East German films,Films based on German novels,Films directed by Kurt Maetzig,Films set in Berlin,German-language films,German black-and-white films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910s aircraft piston engines,Renault aircraft engines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achatinoidea stubs,Gastropods described in 1837,Subulininae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fauna of the Amazon,Fish described in 1986,Fish of Brazil,Fish of Ecuador,Fish of South America,Heptapteridae,Monotypic fish genera,Siluriformes stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fountains in Naples,Italy stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870 births,1916 deaths,Activists of the Albanian National Awakening,Albanian Christians,Albanian expatriates in Bulgaria,Albanian male poets,Albanian poets,Albanians in North Macedonia,Albanians of the Ottoman Empire,People from Manastir Vilayet,People from Mavrovo and Rostuša Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858 births,1941 deaths,19th-century French physicians,19th-century women physicians,20th-century French physicians,20th-century women physicians,Chevaliers of the Légion d'honneur,French human rights activists,French socialists,French suffragists,French women physicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lists of people by city in the United States,Lists of people from Texas,"People from San Marcos, Texas","San Marcos, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Companies based in Bellinzona,Economy of Ticino,Electric power companies of Switzerland,Energy company stubs,Swiss company stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857 births,1940 deaths,19th-century baseball players,American baseball second baseman stubs,Baltimore Orioles (AA) players,Baseball people from Ontario,Cleveland Forest Cities players,Duluth Jayhawks players,Major League Baseball second basemen,Minneapolis Millers (baseball) players,Pittsburgh Alleghenys players,Sandusky Fish Eaters players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pune district geography stubs,Villages in Mulshi taluka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command and control,Commands (military formations),Military stubs,Military units and formations by size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass Rapid Transit (Singapore) stations,Proposed railway stations in Singapore,Singapore MRT stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940s comedy films,1942 films,American black-and-white films,American comedy films,English-language films,Films directed by William Beaudine,Producers Releasing Corporation films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food safety organizations,Government agencies of Norway,Medical and health organisations based in Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991 elections in South America,1991 in Bolivia,Bolivia politics stubs,Elections in Bolivia,South American election stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 births,Italian male singers,Italian pop singers,Living people,People from Bologna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880s establishments in Croatia,Art museums and galleries in Zagreb,Baroque Revival architecture,Buildings and structures completed in 1880,Donji grad,Folk art museums and galleries,Museums established in 1880,Neoclassical architecture in Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
